team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2024,PHI,PHI,Team Level,5on4,69,0.84,0.83,0.8,17611.0,214.95,27.45,19.25,45.25,7.45,131.32,68.28,25.6,27.45,25.6,190.0,109.0,119.0,418.0,22.0,20.0,4.0,49.0,1.0,102.0,105.0,168.0,277.0,14.0,28.0,145.0,18.0,18.0,47.0,209.0,55.0,35.0,5.56,6.63,15.26,2.0,7.0,13.0,418.0,299.0,299.0,3.0,4.95,4.75,4.75,27.64,27.64,26.63,54.89,5.22,2.85,8.04,1.97,18.59,40.33,5.1,5.22,5.1,65.0,12.0,8.0,85.0,5.0,2.0,0.0,7.0,0.0,15.0,48.0,60.0,72.0,5.0,10.0,161.0,45.0,15.0,22.0,56.0,18.0,3.0,1.88,2.22,1.13,1.0,4.0,0.0,85.0,77.0,77.0,18.0,0.65,0.82,0.82,5.05,5.05,5.02
STL,2024,STL,STL,Team Level,other,68,0.52,0.54,0.5,8746.0,102.68,23.12,7.28,19.24,3.47,54.74,33.16,21.12,23.12,21.12,101.0,40.0,80.0,221.0,26.0,15.0,8.0,9.0,3.0,50.0,38.0,75.0,115.0,2.0,4.0,121.0,24.0,13.0,26.0,75.0,29.0,37.0,3.1,3.74,16.28,7.0,4.0,15.0,221.0,141.0,141.0,9.0,2.08,5.37,5.37,19.83,19.83,18.63,102.75,21.64,7.06,17.23,3.3,55.43,37.33,20.56,21.64,20.56,93.0,49.0,49.0,191.0,26.0,6.0,2.0,13.0,1.0,45.0,51.0,67.0,116.0,2.0,4.0,87.0,26.0,16.0,25.0,67.0,45.0,30.0,2.69,5.14,13.8,4.0,9.0,13.0,191.0,142.0,142.0,8.0,2.0,2.21,2.21,21.44,21.44,20.79
STL,2024,STL,STL,Team Level,all,68,0.5,0.49,0.49,247622.0,1958.53,188.46,129.32,472.26,64.37,1062.7,769.95,180.84,189.48,181.79,1837.0,851.0,1117.0,3805.0,198.0,172.0,28.0,383.0,6.0,817.0,1112.0,1639.0,2490.0,207.0,467.0,1926.0,1636.0,305.0,1080.0,2009.0,464.0,215.0,58.25,57.56,72.65,83.0,52.0,63.0,3812.01,2688.0,2691.65,493.0,28.5,39.55,39.55,177.35,178.2,174.31,2026.06,190.86,132.77,494.12,68.32,1103.11,804.81,180.98,191.62,181.72,1886.0,908.0,1130.0,3924.0,201.0,190.0,19.0,430.0,3.0,868.0,1102.0,1685.0,2593.0,197.0,450.0,1844.0,1376.0,338.0,1006.0,2083.0,499.0,212.0,57.91,60.56,72.38,72.0,73.0,56.0,3929.94,2794.0,2809.31,465.0,29.26,38.79,38.8,181.32,182.12,177.34
STL,2024,STL,STL,Team Level,5on5,68,0.5,0.49,0.49,208671.0,1588.55,133.81,100.45,397.72,51.86,859.43,636.8,129.78,134.83,130.74,1492.0,689.0,934.0,3115.0,140.0,129.0,16.0,329.0,1.0,652.0,930.0,1352.0,2041.0,196.0,442.0,1520.0,1565.0,271.0,994.0,1660.0,380.0,141.0,47.58,47.46,38.77,71.0,44.0,25.0,3122.01,2181.0,2184.65,465.0,20.78,28.85,29.1,125.43,126.27,124.71,1648.69,131.22,102.94,419.94,55.65,898.26,668.0,126.55,131.98,127.28,1533.0,743.0,972.0,3248.0,128.0,151.0,12.0,375.0,2.0,703.0,917.0,1405.0,2148.0,185.0,423.0,1503.0,1295.0,292.0,922.0,1768.0,374.0,134.0,48.21,45.88,37.12,58.0,52.0,18.0,3253.94,2276.0,2291.31,441.0,21.37,28.92,28.93,123.66,124.47,122.47
STL,2024,STL,STL,Team Level,4on5,68,0.07,0.12,0.14,15395.0,39.14,2.54,1.72,5.52,1.18,12.55,29.48,2.51,2.54,2.51,43.0,10.0,4.0,57.0,2.0,0.0,0.0,3.0,0.0,6.0,42.0,41.0,51.0,2.0,4.0,140.0,26.0,14.0,20.0,45.0,7.0,1.0,1.49,0.74,0.3,2.0,0.0,0.0,57.0,53.0,53.0,15.0,0.4,0.0,0.0,2.93,2.93,2.9,236.6,35.53,21.03,50.84,8.13,136.92,71.54,31.44,35.53,31.44,219.0,105.0,101.0,425.0,43.0,32.0,5.0,38.0,0.0,115.0,96.0,176.0,281.0,7.0,14.0,129.0,13.0,17.0,40.0,204.0,75.0,45.0,5.87,8.89,20.76,8.0,11.0,24.0,425.0,324.0,324.0,5.0,5.48,7.5,7.5,33.5,33.5,31.4
STL,2024,STL,STL,Team Level,5on4,68,0.92,0.87,0.86,14810.0,228.16,28.99,19.86,49.78,7.87,135.98,70.51,27.41,28.99,27.41,201.0,112.0,99.0,412.0,30.0,28.0,4.0,42.0,2.0,109.0,102.0,171.0,283.0,7.0,17.0,145.0,21.0,7.0,40.0,229.0,48.0,36.0,6.08,5.62,17.3,3.0,4.0,23.0,412.0,313.0,313.0,4.0,5.26,5.34,5.09,29.16,29.16,28.06,38.02,2.47,1.73,6.11,1.24,12.5,27.94,2.43,2.47,2.43,41.0,11.0,8.0,60.0,4.0,1.0,0.0,4.0,0.0,5.0,38.0,37.0,48.0,3.0,9.0,125.0,42.0,13.0,19.0,44.0,5.0,3.0,1.13,0.64,0.7,2.0,1.0,1.0,60.0,52.0,52.0,11.0,0.41,0.16,0.16,2.72,2.72,2.68
CBJ,2024,CBJ,CBJ,Team Level,other,67,0.49,0.47,0.48,8360.0,122.2,27.49,8.05,23.49,4.15,62.7,40.12,24.89,27.49,24.89,120.0,46.0,57.0,223.0,22.0,11.0,1.0,21.0,1.0,57.0,54.0,98.0,144.0,4.0,8.0,91.0,17.0,14.0,29.0,92.0,36.0,38.0,3.43,4.66,19.4,4.0,3.0,15.0,223.0,166.0,166.0,13.0,2.3,3.07,3.07,26.72,26.72,24.62,129.14,28.28,9.16,23.83,4.6,70.62,42.51,25.05,28.28,25.05,122.0,57.0,72.0,251.0,33.0,12.0,6.0,22.0,2.0,67.0,43.0,89.0,146.0,1.0,0.0,128.0,20.0,22.0,31.0,92.0,41.0,46.0,3.84,5.27,19.17,5.0,9.0,19.0,251.0,179.0,179.0,12.0,2.73,4.22,4.22,26.79,26.79,24.68
CBJ,2024,CBJ,CBJ,Team Level,all,67,0.47,0.48,0.48,244186.0,2037.97,194.4,133.98,498.48,69.76,1079.62,809.75,182.95,194.88,183.46,1915.0,871.0,1087.0,3873.0,214.0,228.0,24.0,412.0,7.0,854.0,1071.0,1701.0,2572.0,222.0,511.0,1790.0,1336.0,308.0,1034.0,2085.0,469.0,232.0,56.37,58.28,79.75,78.0,82.0,54.0,3882.34,2786.0,2796.14,485.0,29.43,48.09,48.09,175.74,176.14,170.82,2167.5,216.22,147.52,521.49,73.67,1184.91,839.2,205.21,216.81,205.72,1981.0,1002.0,1237.0,4220.0,222.0,242.0,27.0,355.0,10.0,938.0,1216.0,1759.0,2761.0,188.0,448.0,1986.0,1282.0,340.0,1033.0,2158.0,579.0,246.0,62.56,72.63,81.02,82.0,81.0,59.0,4227.06,2983.0,2991.35,488.0,32.77,52.25,52.32,196.68,197.25,191.78
CBJ,2024,CBJ,CBJ,Team Level,5on5,67,0.48,0.48,0.49,203832.0,1648.26,138.06,103.77,419.81,56.67,872.35,664.33,130.38,138.54,130.89,1523.0,732.0,906.0,3161.0,155.0,189.0,21.0,342.0,5.0,684.0,880.0,1368.0,2100.0,199.0,465.0,1421.0,1279.0,268.0,926.0,1728.0,371.0,156.0,45.92,46.03,46.11,66.0,66.0,23.0,3170.34,2255.0,2265.14,447.0,21.52,40.49,40.49,119.09,119.49,116.98,1733.88,151.33,112.04,434.52,58.82,941.04,690.25,145.1,151.92,145.61,1554.0,834.0,1051.0,3439.0,143.0,204.0,18.0,291.0,7.0,734.0,1009.0,1411.0,2245.0,176.0,426.0,1582.0,1223.0,287.0,909.0,1793.0,442.0,153.0,51.13,55.4,44.79,68.0,55.0,20.0,3446.06,2388.0,2396.35,434.0,23.2,42.56,42.64,131.9,132.48,130.11
CBJ,2024,CBJ,CBJ,Team Level,4on5,67,0.13,0.15,0.17,17033.0,55.37,5.02,2.6,8.53,1.83,17.89,39.12,4.93,5.02,4.93,62.0,13.0,8.0,83.0,8.0,2.0,0.0,7.0,0.0,8.0,50.0,54.0,67.0,3.0,6.0,141.0,24.0,21.0,28.0,57.0,11.0,7.0,1.57,1.47,1.98,1.0,4.0,3.0,83.0,75.0,75.0,23.0,0.61,0.34,0.34,5.28,5.28,5.21,268.83,32.93,24.52,58.3,9.21,162.27,81.77,31.41,32.93,31.41,265.0,104.0,109.0,478.0,41.0,25.0,3.0,42.0,1.0,131.0,129.0,224.0,328.0,9.0,18.0,154.0,15.0,11.0,54.0,243.0,83.0,43.0,6.68,10.24,16.01,6.0,15.0,20.0,478.0,369.0,369.0,11.0,6.43,5.16,5.16,34.2,34.2,33.21
CBJ,2024,CBJ,CBJ,Team Level,5on4,67,0.87,0.89,0.86,14961.0,212.13,23.82,19.57,46.65,7.12,126.68,66.17,22.74,23.82,22.74,210.0,80.0,116.0,406.0,29.0,26.0,2.0,42.0,1.0,105.0,87.0,181.0,261.0,16.0,32.0,137.0,16.0,5.0,51.0,208.0,51.0,31.0,5.45,6.12,12.25,7.0,9.0,13.0,406.0,290.0,290.0,2.0,5.01,4.19,4.19,24.64,24.64,24.01,35.65,3.68,1.78,4.84,1.04,10.98,24.68,3.65,3.68,3.65,40.0,7.0,5.0,52.0,5.0,1.0,0.0,0.0,0.0,6.0,35.0,35.0,42.0,2.0,4.0,122.0,24.0,20.0,39.0,30.0,13.0,4.0,0.91,1.73,1.05,3.0,2.0,0.0,52.0,47.0,47.0,31.0,0.41,0.3,0.3,3.79,3.79,3.78
SEA,2024,SEA,SEA,Team Level,other,68,0.45,0.56,0.53,10646.0,137.59,30.31,10.33,24.57,4.88,80.78,44.15,27.72,30.31,27.72,124.0,71.0,89.0,284.0,35.0,12.0,2.0,19.0,2.0,71.0,56.0,89.0,160.0,7.0,14.0,96.0,15.0,12.0,31.0,96.0,57.0,42.0,3.74,6.96,19.6,6.0,12.0,17.0,284.0,195.0,195.0,13.0,2.99,3.39,3.48,29.82,29.82,27.43,119.5,36.95,7.9,19.28,4.17,64.42,39.28,33.13,36.95,33.13,99.0,73.0,53.0,225.0,28.0,8.0,1.0,19.0,1.0,68.0,48.0,71.0,144.0,6.0,12.0,121.0,21.0,12.0,27.0,84.0,24.0,64.0,3.19,2.87,30.9,3.0,3.0,22.0,225.0,172.0,172.0,13.0,2.35,2.09,2.09,37.2,37.2,33.47
SEA,2024,SEA,SEA,Team Level,all,68,0.47,0.48,0.48,246587.0,2073.16,195.41,136.1,504.42,70.37,1152.94,832.76,186.29,194.24,185.22,1843.0,1049.0,1100.0,3992.0,202.0,182.0,17.0,389.0,7.0,970.0,1142.0,1641.0,2690.0,183.0,402.0,1868.0,1447.0,337.0,957.0,2199.0,500.0,193.0,61.5,62.9,71.01,77.0,75.0,50.0,3943.58,2892.0,2866.32,447.0,30.07,38.52,38.52,186.96,185.81,180.47,2222.07,221.54,148.89,541.1,75.91,1225.09,877.46,210.32,224.15,212.83,1941.0,1149.0,1170.0,4260.0,218.0,224.0,22.0,475.0,7.0,1064.0,1102.0,1723.0,2872.0,220.0,468.0,1964.0,1416.0,298.0,955.0,2316.0,512.0,262.0,65.87,64.21,91.47,81.0,76.0,61.0,4332.33,3090.0,3137.58,455.0,32.9,43.44,43.85,210.6,212.73,204.61
SEA,2024,SEA,SEA,Team Level,5on5,68,0.46,0.48,0.48,203724.0,1653.49,125.58,102.88,420.99,56.32,914.64,686.6,121.84,124.42,120.76,1456.0,851.0,899.0,3206.0,137.0,146.0,12.0,321.0,5.0,755.0,943.0,1319.0,2170.0,169.0,374.0,1476.0,1388.0,295.0,851.0,1838.0,371.0,98.0,50.68,46.99,27.91,68.0,53.0,16.0,3157.58,2307.0,2281.32,403.0,21.22,27.03,27.17,119.63,118.49,116.66,1785.03,148.16,114.01,455.8,60.95,978.54,723.55,142.81,150.77,145.31,1552.0,929.0,976.0,3457.0,155.0,188.0,19.0,393.0,6.0,833.0,906.0,1397.0,2326.0,196.0,418.0,1544.0,1349.0,261.0,879.0,1918.0,417.0,146.0,54.37,52.58,41.22,71.0,66.0,18.0,3529.33,2481.0,2528.58,424.0,23.61,37.13,37.55,134.22,136.35,133.86
SEA,2024,SEA,SEA,Team Level,4on5,68,0.12,0.1,0.12,14217.0,39.48,4.45,2.05,6.2,1.25,11.79,25.26,4.25,4.45,4.25,42.0,9.0,7.0,58.0,2.0,4.0,0.0,0.0,0.0,11.0,34.0,40.0,49.0,1.0,2.0,140.0,38.0,14.0,28.0,35.0,8.0,8.0,0.96,1.26,2.24,1.0,1.0,0.0,58.0,51.0,51.0,26.0,0.48,0.96,0.96,3.98,3.98,3.92,271.73,32.08,24.74,59.46,9.43,168.05,83.24,30.06,32.08,30.06,244.0,133.0,134.0,511.0,32.0,26.0,2.0,57.0,0.0,155.0,107.0,212.0,345.0,10.0,22.0,145.0,12.0,4.0,27.0,274.0,58.0,45.0,7.36,7.06,17.66,6.0,7.0,19.0,511.0,377.0,377.0,3.0,6.43,4.2,4.2,34.32,34.32,32.44
SEA,2024,SEA,SEA,Team Level,5on4,68,0.89,0.87,0.85,18000.0,242.6,35.07,20.85,52.67,7.93,145.72,76.75,32.49,35.07,32.49,221.0,118.0,105.0,444.0,28.0,20.0,3.0,49.0,0.0,133.0,109.0,193.0,311.0,6.0,12.0,156.0,6.0,16.0,47.0,230.0,64.0,45.0,6.12,7.69,21.25,2.0,9.0,17.0,444.0,339.0,339.0,5.0,5.38,7.15,6.92,33.53,33.53,32.47,45.82,4.35,2.24,6.56,1.37,14.09,31.39,4.34,4.35,4.34,46.0,14.0,7.0,67.0,3.0,2.0,0.0,6.0,0.0,8.0,41.0,43.0,57.0,8.0,16.0,154.0,34.0,21.0,22.0,40.0,13.0,7.0,0.96,1.7,1.7,1.0,0.0,2.0,67.0,60.0,60.0,15.0,0.52,0.02,0.01,4.86,4.86,4.85
CAR,2024,CAR,CAR,Team Level,other,67,0.54,0.55,0.57,9105.0,130.58,31.97,8.61,23.46,4.35,71.62,42.99,28.34,31.97,28.34,124.0,59.0,64.0,247.0,30.0,10.0,3.0,15.0,1.0,70.0,57.0,94.0,153.0,3.0,6.0,105.0,20.0,18.0,31.0,89.0,48.0,46.0,3.76,5.5,22.71,2.0,6.0,22.0,247.0,183.0,183.0,16.0,2.57,3.36,3.36,31.18,31.18,28.74,100.52,26.82,7.06,18.13,3.55,53.64,29.8,25.6,26.82,25.6,90.0,49.0,63.0,202.0,22.0,10.0,1.0,15.0,1.0,51.0,40.0,68.0,117.0,5.0,10.0,97.0,13.0,7.0,21.0,68.0,29.0,42.0,2.58,3.53,20.7,4.0,0.0,18.0,202.0,139.0,139.0,10.0,2.12,2.84,2.84,26.1,26.1,25.08
CAR,2024,CAR,CAR,Team Level,all,67,0.56,0.58,0.58,242720.0,2466.9,241.74,162.16,609.86,83.18,1336.14,955.91,228.32,243.24,229.77,2120.0,1269.0,1335.0,4724.0,217.0,265.0,24.0,445.0,8.0,1170.0,1284.0,1903.0,3172.0,215.0,453.0,2112.0,1198.0,370.0,1055.0,2469.0,652.0,268.0,70.4,80.41,90.94,73.0,79.0,65.0,4772.43,3389.0,3417.34,456.0,35.91,49.6,49.73,227.92,229.27,220.85,1829.83,191.62,125.39,433.19,61.7,971.07,704.05,182.17,191.5,182.04,1677.0,810.0,864.0,3351.0,176.0,207.0,19.0,324.0,9.0,735.0,1036.0,1501.0,2311.0,219.0,475.0,1910.0,1545.0,339.0,1071.0,1736.0,511.0,240.0,49.07,62.5,80.06,61.0,59.0,56.0,3333.36,2487.0,2481.3,505.0,28.05,43.97,43.97,175.69,175.7,171.38
CAR,2024,CAR,CAR,Team Level,5on5,67,0.56,0.59,0.58,195408.0,1958.57,165.65,123.09,508.89,66.69,1056.11,774.57,159.28,167.15,160.73,1648.0,1047.0,1127.0,3822.0,142.0,224.0,18.0,367.0,6.0,916.0,1040.0,1506.0,2553.0,191.0,405.0,1660.0,1119.0,308.0,921.0,2020.0,505.0,170.0,56.43,62.49,46.74,62.0,55.0,25.0,3870.43,2695.0,2723.34,404.0,25.64,41.18,41.31,149.97,151.32,148.51,1433.54,130.51,93.24,351.79,48.17,759.26,566.03,125.11,130.4,124.98,1313.0,636.0,698.0,2647.0,127.0,150.0,15.0,263.0,8.0,558.0,843.0,1186.0,1822.0,201.0,439.0,1472.0,1443.0,302.0,948.0,1400.0,398.0,151.0,39.78,49.19,41.54,52.0,51.0,24.0,2629.36,1949.0,1943.3,458.0,19.41,32.83,32.83,117.09,117.1,115.01
CAR,2024,CAR,CAR,Team Level,4on5,67,0.17,0.16,0.18,18497.0,56.33,6.05,2.92,8.24,1.77,17.76,37.26,5.89,6.05,5.89,58.0,16.0,7.0,81.0,9.0,5.0,0.0,3.0,0.0,15.0,42.0,49.0,65.0,9.0,18.0,143.0,40.0,21.0,35.0,46.0,20.0,8.0,1.37,2.66,2.02,2.0,7.0,0.0,81.0,74.0,74.0,27.0,0.66,1.01,1.01,5.7,5.7,5.67,246.67,29.34,22.7,55.85,8.47,142.87,74.77,26.71,29.34,26.71,222.0,112.0,88.0,422.0,24.0,43.0,1.0,42.0,0.0,118.0,107.0,198.0,310.0,8.0,16.0,185.0,40.0,11.0,62.0,224.0,71.0,39.0,5.66,8.22,15.46,4.0,8.0,12.0,422.0,334.0,334.0,7.0,5.97,7.26,7.26,28.04,28.04,26.85
CAR,2024,CAR,CAR,Team Level,5on4,67,0.88,0.88,0.87,19710.0,321.42,38.08,27.54,69.27,10.38,190.65,101.09,34.82,38.08,34.82,290.0,147.0,137.0,574.0,36.0,26.0,3.0,60.0,1.0,169.0,145.0,254.0,401.0,12.0,24.0,204.0,19.0,23.0,68.0,314.0,79.0,44.0,8.84,9.77,19.47,7.0,11.0,18.0,574.0,437.0,437.0,9.0,7.04,4.05,4.05,41.07,41.07,37.95,49.1,4.96,2.38,7.4,1.51,15.3,33.45,4.76,4.96,4.76,52.0,13.0,15.0,80.0,3.0,4.0,2.0,4.0,0.0,8.0,46.0,49.0,62.0,5.0,10.0,156.0,49.0,19.0,40.0,44.0,13.0,8.0,1.05,1.56,2.36,1.0,0.0,2.0,80.0,65.0,65.0,30.0,0.55,1.04,1.04,4.47,4.47,4.44
MTL,2024,MTL,MTL,Team Level,other,66,0.41,0.44,0.46,9408.0,111.91,21.94,7.73,19.96,3.83,61.76,38.79,20.13,21.94,20.13,96.0,58.0,51.0,205.0,24.0,5.0,1.0,19.0,3.0,60.0,43.0,72.0,130.0,7.0,19.0,114.0,33.0,18.0,25.0,84.0,39.0,31.0,3.71,4.46,13.77,4.0,7.0,13.0,205.0,154.0,154.0,5.0,2.22,1.33,1.33,22.83,22.83,20.99,135.78,31.69,9.75,23.88,4.56,70.88,41.25,28.58,31.69,28.58,125.0,57.0,77.0,259.0,26.0,20.0,1.0,19.0,1.0,66.0,50.0,99.0,156.0,4.0,11.0,105.0,28.0,10.0,25.0,88.0,51.0,43.0,3.83,6.7,21.16,2.0,10.0,14.0,259.0,182.0,182.0,9.0,2.87,7.08,7.08,27.49,27.49,26.06
MTL,2024,MTL,MTL,Team Level,all,66,0.46,0.47,0.47,240431.0,1892.93,190.85,125.68,453.48,64.12,1025.89,748.99,183.52,190.26,182.93,1703.0,906.0,1081.0,3690.0,195.0,172.0,24.0,345.0,11.0,857.0,1029.0,1508.0,2414.0,250.0,539.0,1860.0,1615.0,322.0,925.0,1860.0,555.0,194.0,57.33,68.12,65.4,79.0,63.0,53.0,3671.48,2609.0,2596.89,406.0,27.74,35.74,36.53,182.05,181.22,176.42,2161.82,227.9,145.25,511.81,72.22,1155.75,830.06,213.81,230.12,215.88,1912.0,1031.0,1260.0,4203.0,214.0,224.0,25.0,393.0,3.0,905.0,1204.0,1698.0,2729.0,231.0,497.0,1801.0,1425.0,331.0,935.0,2100.0,570.0,273.0,62.64,71.01,94.25,83.0,80.0,51.0,4231.33,2943.0,2964.73,445.0,32.38,53.63,53.74,206.55,208.22,202.29
MTL,2024,MTL,MTL,Team Level,5on5,66,0.47,0.48,0.47,193575.0,1497.99,134.69,95.57,375.53,51.26,812.97,605.98,130.29,134.1,129.7,1356.0,720.0,921.0,2997.0,126.0,145.0,17.0,285.0,6.0,665.0,849.0,1230.0,1950.0,220.0,471.0,1421.0,1516.0,264.0,819.0,1522.0,431.0,123.0,46.38,53.61,34.68,65.0,42.0,19.0,2978.48,2076.0,2063.89,377.0,19.8,28.54,28.63,125.85,125.02,123.01,1679.89,152.81,106.54,418.75,56.58,894.02,666.28,146.94,155.04,149.01,1471.0,824.0,988.0,3283.0,151.0,178.0,22.0,312.0,2.0,659.0,993.0,1320.0,2144.0,208.0,449.0,1353.0,1332.0,281.0,823.0,1696.0,424.0,175.0,50.25,52.94,49.63,70.0,58.0,23.0,3311.33,2295.0,2316.73,408.0,22.08,39.06,39.5,135.4,137.07,134.86
MTL,2024,MTL,MTL,Team Level,4on5,66,0.11,0.11,0.14,19536.0,48.28,4.77,2.36,7.28,1.52,14.61,32.46,4.7,4.77,4.7,49.0,14.0,10.0,73.0,8.0,1.0,0.0,2.0,0.0,8.0,44.0,41.0,55.0,10.0,23.0,170.0,51.0,22.0,26.0,41.0,17.0,5.0,1.51,1.94,1.32,1.0,4.0,3.0,73.0,63.0,63.0,22.0,0.54,0.07,0.07,5.23,5.23,5.16,300.09,39.09,26.59,61.78,9.53,175.4,90.62,34.04,39.09,34.04,268.0,135.0,182.0,585.0,33.0,25.0,2.0,60.0,0.0,166.0,119.0,235.0,370.0,9.0,19.0,178.0,12.0,19.0,58.0,269.0,85.0,49.0,7.32,10.16,21.61,9.0,11.0,13.0,585.0,403.0,403.0,4.0,6.88,7.41,7.07,38.9,38.9,36.65
MTL,2024,MTL,MTL,Team Level,5on4,66,0.87,0.85,0.83,17912.0,234.75,29.46,20.02,50.71,7.51,136.54,71.77,28.41,29.46,28.41,202.0,114.0,99.0,415.0,37.0,21.0,6.0,39.0,2.0,124.0,93.0,165.0,279.0,13.0,26.0,155.0,15.0,18.0,55.0,213.0,68.0,35.0,5.73,8.1,15.63,9.0,10.0,18.0,415.0,316.0,316.0,2.0,5.18,5.79,6.5,28.14,28.14,27.26,46.05,4.3,2.37,7.39,1.55,15.45,31.93,4.25,4.3,4.25,48.0,15.0,13.0,76.0,4.0,1.0,0.0,2.0,0.0,14.0,42.0,44.0,59.0,10.0,18.0,165.0,53.0,21.0,29.0,47.0,10.0,6.0,1.24,1.21,1.86,2.0,1.0,1.0,76.0,63.0,63.0,24.0,0.55,0.09,0.09,4.77,4.77,4.71
